Respondent,CareerSatisfaction
1873,Slightly satisfied
1874,Neither satisfied nor dissatisfied
1878,Moderately dissatisfied
1880,Slightly dissatisfied
1882,Moderately satisfied
1884,Extremely satisfied
1886,Slightly satisfied
1887,Extremely dissatisfied
1888,Moderately satisfied
1889,Slightly satisfied
1890,Moderately satisfied
1893,Moderately satisfied
1895,Moderately satisfied
1896,Moderately dissatisfied
1898,Extremely satisfied
1900,Extremely dissatisfied
1902,Moderately satisfied
1903,Moderately satisfied
1905,Moderately satisfied
1906,Moderately dissatisfied
1907,Moderately satisfied
1909,Moderately satisfied
1910,Neither satisfied nor dissatisfied
1911,Neither satisfied nor dissatisfied
1915,Slightly dissatisfied
1916,Moderately satisfied
1917,Moderately dissatisfied
1918,Slightly satisfied
1919,Moderately dissatisfied
1920,Slightly satisfied
1921,Moderately dissatisfied
1924,Extremely satisfied
1926,Moderately satisfied
1929,Extremely satisfied
1930,Moderately satisfied
1931,Slightly satisfied
1932,Slightly satisfied
1936,Moderately dissatisfied
1937,Extremely satisfied
1938,Moderately satisfied
1941,Moderately satisfied
1942,Slightly satisfied
1943,Slightly satisfied
1945,Neither satisfied nor dissatisfied
1947,Extremely satisfied
1950,Slightly dissatisfied
1951,Moderately satisfied
1955,Extremely satisfied
1956,Slightly satisfied
1960,Slightly dissatisfied
1962,Neither satisfied nor dissatisfied
1963,Moderately satisfied
1965,Slightly satisfied
1967,Extremely satisfied
1968,Extremely satisfied
1971,Moderately satisfied
1972,Moderately satisfied
1973,Moderately satisfied
1974,Extremely satisfied
1975,Moderately satisfied
1978,Moderately satisfied
1979,Moderately satisfied
1981,Moderately satisfied
1982,Moderately dissatisfied
1987,Slightly satisfied
1988,Moderately dissatisfied
1989,Moderately satisfied
1991,Slightly dissatisfied
1992,Extremely satisfied
1995,Extremely satisfied
1997,Moderately satisfied
1998,Slightly dissatisfied
2000,Moderately satisfied
2002,Slightly satisfied
2003,Moderately satisfied
2004,Moderately satisfied
2005,Moderately satisfied
2006,Slightly satisfied
2007,Moderately satisfied
2009,Moderately satisfied
2010,Moderately satisfied
2013,Moderately satisfied
2016,Moderately satisfied
2017,Moderately satisfied
2018,Moderately satisfied
2020,Moderately satisfied
2021,Extremely satisfied
2023,Extremely dissatisfied
2024,Slightly dissatisfied
2025,Extremely satisfied
2027,Slightly satisfied
2028,Moderately satisfied
2031,Moderately satisfied
2033,Moderately satisfied
2035,Moderately satisfied
2036,Slightly dissatisfied
2037,Slightly satisfied
2040,Extremely satisfied
2041,Moderately satisfied
2044,Neither satisfied nor dissatisfied
2045,Moderately satisfied
2046,Moderately satisfied
2047,Neither satisfied nor dissatisfied
2048,Moderately satisfied
2051,Moderately satisfied
2052,Moderately satisfied
2053,Neither satisfied nor dissatisfied
2055,Moderately satisfied
2056,Slightly satisfied
2059,Neither satisfied nor dissatisfied
2060,Moderately satisfied
2061,Extremely dissatisfied
2062,Slightly satisfied
2064,Moderately satisfied
2065,Neither satisfied nor dissatisfied
2066,Extremely dissatisfied
2067,Slightly satisfied
2069,Moderately satisfied
2072,Extremely satisfied
2073,Moderately satisfied
2076,Extremely satisfied
2078,Extremely satisfied
2079,Extremely satisfied
2080,Slightly dissatisfied
2081,Moderately satisfied
2083,Moderately satisfied
2085,Slightly satisfied
2087,Slightly satisfied
2088,Slightly satisfied
2089,Moderately satisfied
2090,Extremely dissatisfied
2094,Extremely satisfied
2096,Slightly satisfied
2097,Extremely satisfied
2098,Slightly satisfied
2099,Extremely satisfied
2100,Moderately satisfied
2102,Moderately satisfied
2103,Moderately satisfied
2104,Extremely dissatisfied
2105,Extremely satisfied
2106,Extremely dissatisfied
2108,Slightly satisfied
2109,Moderately satisfied
2111,Slightly dissatisfied
2112,Slightly satisfied
2113,Slightly satisfied
2114,Moderately satisfied
2115,Extremely dissatisfied
2118,Moderately satisfied
2120,Neither satisfied nor dissatisfied
2121,Moderately satisfied
2122,Moderately satisfied
2123,Extremely satisfied
2124,Moderately satisfied
2126,Extremely satisfied
2129,Extremely satisfied
2131,Moderately satisfied
2136,Moderately satisfied
2137,Moderately dissatisfied
2139,Extremely satisfied
2141,Slightly dissatisfied
2142,Extremely satisfied
2144,Neither satisfied nor dissatisfied
2145,Moderately satisfied
2146,Slightly dissatisfied
2149,Moderately satisfied
2150,Neither satisfied nor dissatisfied
2152,Slightly satisfied
2155,Slightly satisfied
2159,Slightly satisfied
2160,Moderately dissatisfied
2161,Slightly dissatisfied
2162,Moderately satisfied
2164,Moderately satisfied
2165,Extremely satisfied
2166,Slightly satisfied
2167,Moderately satisfied
2169,Extremely satisfied
2172,Extremely satisfied
2174,Moderately satisfied
2175,Extremely satisfied
2177,Moderately satisfied
2178,Extremely satisfied
2179,Neither satisfied nor dissatisfied
2180,Slightly dissatisfied
2182,Moderately satisfied
2183,Moderately dissatisfied
2185,Moderately satisfied
2186,Extremely dissatisfied
2187,Extremely satisfied
2188,Extremely satisfied
2189,Moderately satisfied
2190,Slightly satisfied
2193,Extremely dissatisfied
2195,Moderately satisfied
2199,Moderately satisfied
2202,Slightly dissatisfied
2204,Extremely satisfied
2206,Moderately satisfied
2207,Moderately satisfied
2210,Slightly satisfied
2213,Slightly satisfied
2214,Moderately satisfied
2216,Moderately satisfied
2217,Extremely satisfied
2218,Moderately dissatisfied
2219,Slightly satisfied
2223,Moderately satisfied
2225,Moderately satisfied
2226,Extremely satisfied
2228,Moderately satisfied
2229,Extremely dissatisfied
2230,Extremely satisfied
2233,Moderately satisfied
2234,Moderately satisfied
2235,Moderately satisfied
2236,Slightly satisfied
2237,Moderately dissatisfied
2239,Slightly dissatisfied
2240,Moderately satisfied
2242,Slightly satisfied
2243,Extremely dissatisfied
2245,Slightly satisfied
2248,Extremely dissatisfied
2251,Extremely satisfied
2253,Slightly satisfied
2254,Moderately dissatisfied
2255,Moderately satisfied
2257,Slightly dissatisfied
2258,Extremely dissatisfied
2259,Moderately dissatisfied
2260,Moderately satisfied
2262,Slightly satisfied
2264,Moderately satisfied
2265,Moderately satisfied
2266,Moderately satisfied
2267,Slightly satisfied
2268,Moderately satisfied
2269,Slightly dissatisfied
2270,Moderately satisfied
2272,Extremely satisfied
2277,Slightly satisfied
2282,Moderately satisfied
2283,Moderately satisfied
2284,Slightly dissatisfied
2285,Moderately dissatisfied
2286,Slightly satisfied
2288,Slightly dissatisfied
2289,Extremely satisfied
2290,Slightly satisfied
2291,Extremely satisfied
2292,Moderately satisfied
2297,Extremely satisfied
2299,Extremely satisfied
2302,Slightly satisfied
2303,Moderately satisfied
2304,Slightly satisfied
2305,Extremely satisfied
2306,Moderately satisfied
2308,Moderately satisfied
2309,Moderately satisfied
2310,Extremely dissatisfied
2314,Extremely satisfied
2315,Extremely satisfied
2320,Extremely satisfied
2321,Moderately satisfied
2322,Moderately satisfied
2323,Moderately satisfied
2325,Moderately satisfied
2328,Moderately satisfied
2329,Moderately satisfied
2330,Neither satisfied nor dissatisfied
2331,Moderately dissatisfied
2333,Slightly dissatisfied
2334,Slightly satisfied
2336,Slightly satisfied
2337,Moderately satisfied
2338,Extremely satisfied
2342,Extremely satisfied
2343,Neither satisfied nor dissatisfied
2344,Slightly satisfied
2347,Extremely satisfied
2348,Neither satisfied nor dissatisfied
2351,Extremely dissatisfied
2352,Slightly satisfied
2354,Moderately satisfied
2355,Extremely satisfied
2356,Extremely satisfied
2357,Moderately satisfied
2360,Moderately satisfied
2361,Moderately satisfied
2362,Slightly satisfied
2363,Slightly dissatisfied
2365,Slightly dissatisfied
2366,Slightly satisfied
2367,Extremely satisfied
2368,Extremely satisfied
2369,Moderately satisfied
2370,Extremely dissatisfied
2371,Extremely satisfied
2374,Extremely satisfied
2375,Moderately satisfied
2376,Moderately satisfied
2377,Moderately satisfied
2379,Moderately satisfied
2380,Slightly dissatisfied
2382,Extremely satisfied
2383,Moderately satisfied
2386,Moderately satisfied
2387,Slightly dissatisfied
2388,Extremely satisfied
2389,Moderately satisfied
2390,Neither satisfied nor dissatisfied
2394,Moderately satisfied
2395,Moderately satisfied
2396,Extremely satisfied
2397,Slightly dissatisfied
2399,Moderately satisfied
2400,Moderately satisfied
2402,Slightly satisfied
2403,Extremely satisfied
2404,Neither satisfied nor dissatisfied
2405,Moderately satisfied
2406,Extremely satisfied
2409,Moderately satisfied
2411,Moderately satisfied
2413,Moderately satisfied
2416,Moderately satisfied
2417,Slightly dissatisfied
2423,Slightly satisfied
2424,Moderately satisfied
2425,Slightly satisfied
2426,Slightly satisfied
2428,Moderately satisfied
2429,Extremely satisfied
2430,Extremely satisfied
2431,Extremely satisfied
2433,Moderately satisfied
2438,Moderately satisfied
2440,Neither satisfied nor dissatisfied
2441,Moderately satisfied
2442,Slightly satisfied
2443,Extremely satisfied
2444,Moderately satisfied
2446,Slightly satisfied
2447,Moderately satisfied
2448,Moderately satisfied
2449,Moderately satisfied
2450,Extremely satisfied
2451,Moderately satisfied
2452,Extremely satisfied
2454,Moderately satisfied
2455,Extremely dissatisfied
2456,Slightly dissatisfied
2462,Moderately satisfied
2464,Slightly satisfied
2465,Extremely satisfied
2466,Extremely satisfied
2468,Slightly satisfied
2469,Slightly dissatisfied
2470,Neither satisfied nor dissatisfied
2472,Moderately satisfied
2473,Moderately satisfied
2475,Moderately satisfied
2478,Neither satisfied nor dissatisfied
2480,Moderately dissatisfied
2481,Moderately satisfied
2482,Moderately satisfied
2484,Slightly satisfied
2485,Moderately satisfied
2486,Slightly satisfied
2487,Moderately satisfied
2491,Moderately satisfied
2494,Extremely satisfied
2496,Slightly dissatisfied
2497,Slightly dissatisfied
2498,Extremely satisfied
2500,Slightly satisfied
2501,Slightly satisfied
2502,Slightly dissatisfied
2503,Moderately satisfied
2506,Slightly satisfied
2507,Slightly satisfied
2510,Slightly satisfied
2511,Moderately satisfied
2512,Moderately dissatisfied
2513,Neither satisfied nor dissatisfied
2514,Neither satisfied nor dissatisfied
2515,Slightly satisfied
2517,Moderately satisfied
2521,Moderately satisfied
2522,Moderately satisfied
2523,Moderately satisfied
2525,Slightly satisfied
2527,Extremely satisfied
2528,Moderately satisfied
2529,Moderately satisfied
2531,Moderately satisfied
2534,Moderately satisfied
2535,Moderately satisfied
2537,Moderately dissatisfied
2538,Slightly satisfied
2539,Moderately satisfied
2540,Slightly satisfied
2541,Slightly satisfied
2542,Moderately satisfied
2544,Moderately satisfied
2545,Moderately satisfied
2546,Slightly satisfied
2547,Slightly dissatisfied
2549,Moderately satisfied
2550,Slightly satisfied
2552,Moderately satisfied
2553,Moderately satisfied
2559,Moderately satisfied
2560,Slightly satisfied
2562,Slightly satisfied
2563,Moderately satisfied
2564,Slightly dissatisfied
2565,Extremely satisfied
2566,Neither satisfied nor dissatisfied
2567,Extremely satisfied
2568,Moderately satisfied
2570,Moderately satisfied
2572,Moderately satisfied
2573,Extremely satisfied
2575,Extremely satisfied
2577,Moderately dissatisfied
2578,Moderately satisfied
2579,Extremely satisfied
2580,Extremely satisfied
2582,Slightly dissatisfied
2583,Slightly satisfied
2586,Slightly dissatisfied
2587,Extremely satisfied
2589,Moderately satisfied
2590,Extremely satisfied
2592,Moderately dissatisfied
2594,Moderately satisfied
2595,Slightly dissatisfied
2597,Slightly satisfied
2598,Extremely satisfied
2599,Slightly satisfied
2602,Slightly satisfied
2607,Moderately satisfied
2608,Moderately satisfied
2609,Moderately dissatisfied
2614,Moderately satisfied
2615,Slightly satisfied
2616,Moderately satisfied
2617,Extremely satisfied
2619,Slightly dissatisfied
2620,Slightly dissatisfied
2621,Moderately satisfied
2623,Slightly satisfied
2625,Slightly satisfied
2627,Moderately satisfied
2629,Extremely satisfied
2630,Extremely satisfied
2631,Neither satisfied nor dissatisfied
2633,Extremely dissatisfied
2635,Moderately satisfied
2636,Slightly satisfied
2639,Moderately satisfied
2640,Moderately satisfied
2643,Neither satisfied nor dissatisfied
2644,Slightly dissatisfied
2646,Extremely satisfied
2647,Moderately satisfied
2648,Moderately satisfied
2649,Moderately dissatisfied
2651,Slightly satisfied
2653,Moderately satisfied
2654,Slightly satisfied
2656,Extremely satisfied
2657,Neither satisfied nor dissatisfied
2659,Moderately dissatisfied
2660,Slightly dissatisfied
2661,Extremely satisfied
2662,Moderately satisfied
2664,Slightly satisfied
2665,Slightly satisfied
2666,Moderately satisfied
2667,Moderately satisfied
2668,Moderately satisfied
2669,Moderately satisfied
2671,Moderately satisfied
2672,Extremely satisfied
2674,Slightly satisfied
2675,Extremely satisfied
2676,Extremely satisfied
2680,Slightly satisfied
2681,Moderately satisfied
2683,Extremely satisfied
2684,Moderately satisfied
2685,Slightly satisfied
2687,Moderately satisfied
2688,Moderately satisfied
2689,Neither satisfied nor dissatisfied
2690,Slightly satisfied
2691,Slightly dissatisfied
2692,Slightly satisfied
2693,Extremely satisfied
2694,Moderately satisfied
2696,Moderately satisfied
2697,Extremely satisfied
2699,Moderately satisfied
2702,Extremely satisfied
2704,Moderately satisfied
2707,Neither satisfied nor dissatisfied
2708,Moderately satisfied
2709,Slightly dissatisfied
2712,Extremely satisfied
2713,Neither satisfied nor dissatisfied
2714,Moderately satisfied
2716,Moderately satisfied
2718,Slightly satisfied
2719,Moderately dissatisfied
2721,Moderately satisfied
2723,Moderately satisfied
2724,Slightly dissatisfied
2725,Moderately satisfied
2729,Moderately satisfied
2731,Extremely satisfied
2732,Moderately satisfied
2735,Moderately satisfied
2737,Moderately satisfied
2738,Slightly satisfied
2740,Moderately satisfied
2741,Moderately dissatisfied
2744,Moderately satisfied
2745,Extremely dissatisfied
2749,Extremely satisfied
2750,Moderately satisfied
2751,Extremely satisfied
2752,Neither satisfied nor dissatisfied
2753,Moderately dissatisfied
2754,Extremely satisfied
2757,Extremely satisfied
2761,Extremely satisfied
2762,Extremely satisfied
2763,Moderately satisfied
2765,Extremely satisfied
2768,Moderately satisfied
2772,Extremely satisfied
2775,Moderately satisfied
2777,Slightly satisfied
2778,Moderately satisfied
2779,Extremely satisfied
2780,Moderately satisfied
2781,Moderately dissatisfied
2782,Extremely satisfied
2783,Slightly satisfied
2784,Extremely satisfied
2785,Slightly satisfied
2786,Moderately satisfied
2787,Moderately satisfied
2790,Moderately satisfied
2792,Extremely satisfied
2793,Moderately satisfied
2795,Slightly dissatisfied
2796,Moderately satisfied
2798,Extremely satisfied
2799,Moderately satisfied
2802,Neither satisfied nor dissatisfied
2804,Slightly dissatisfied
2807,Slightly satisfied
2809,Slightly dissatisfied
2810,Moderately satisfied
2811,Moderately satisfied
2812,Moderately satisfied
2814,Moderately satisfied
2815,Extremely satisfied
2817,Moderately satisfied
2819,Moderately satisfied
2821,Extremely satisfied
